id,Headline,Details,Severity,Region,Datetime,Year,lat,lon,maritime_label,found_ports,contains_port_info,if_labeled,Month,Week,Headline_Details,url,title,content,bert_score,Details_cleaned,Category,Summarized_label
3265,Boxship Seaspan Lahore detained following fuel spill at Port of Algeciras,"Sources indicated on May 25 that the boxship Seaspan Lahore has been detained by the captain of the port at the Port of Algeciras following a fuel spill on the afternoon of May 24 at the Isla Verde Exterior dock. According to sources, the spill occurred due to a crack on the vessel’s hull, which was located on the side of the vessel facing the dock, thus easing the containment and spill cleanup efforts. The vessel is detained and awaiting repairs, with the captain of the port requiring a USD 92,000 bond in connection with the spill.",Moderate,Spain,26/5/20 8:12,2020.0,36.12999,-5.42581,False,['algeciras'],1.0,False,5.0,22.0,"Boxship Seaspan Lahore detained following fuel spill at Port of Algeciras Sources indicated on May 25 that the boxship Seaspan Lahore has been detained by the captain of the port at the Port of Algeciras following a fuel spill on the afternoon of May 24 at the Isla Verde Exterior dock. According to sources, the spill occurred due to a crack on the vessel’s hull, which was located on the side of the vessel facing the dock, thus easing the containment and spill cleanup efforts. The vessel is detained and awaiting repairs, with the captain of the port requiring a USD 92,000 bond in connection with the spill.",https://cyprusshippingnews.com/2020/05/27/container-vessel-seaspan-lahore-spills-fuel-at-port-of-algeciras/,Container vessel Seaspan Lahore spills fuel at port of Algeciras,"The captain of the port at the Port of Algeciras has detained the boxship Seaspan Lahore after a fuel spill Sunday afternoon at the Isla Verde Exterior dock.

According to local outlet EuropaSur, the spill occurred due to a small crack in the Seaspan Lahore’s hull. It was located on the side of the vessel facing the dock, enabling containment and spill cleanup measures. The abatement effort was declared successful and is now complete.

The vessel has been detained awaiting repairs, according EuropaSur, and the captain of the port has required a bond of $92,000 in connection with the spill.

In response to the incident, the local environmental advocacy group Verdemar Ecologists in Action issued a protest to the captain of the port, asserting that fuel spills are occurring at Algeciras with increasing frequency. “Verdemar will request . . . a report of what happened, the extent of pollution to Algeciras Bay and data from the physical parameters of the spill,” the group wrote in a social media post.",0.6996552348136902,"source indicated may 25 boxship seaspan lahore detained captain port port algeciras following fuel spill afternoon may 24 isla verde exterior dock according source spill occurred due crack vessel ’ hull located side vessel facing dock thus easing containment spill cleanup effort vessel detained awaiting repair captain port requiring usd 92,000 bond connection spill",Maritime Accident,Accident
1049,5 freight cars derail near Mirpur Mathelo,"Local media sources indicate on October 14 that 5 cars of a Sahiwal to Karachi freight train derailed near Mirpur Mathelo on October 14, resulting in a suspension of Karachi-bound traffic. Due to the damage to cars and track, the line won't be restored until the evening of October 14. Those shipping by rail to Karachi should anticipate delays and should plan accordingly.",Minor,Pakistan,14/10/19 22:28,2019.0,28.01947,69.55382,False,['karachi'],1.0,True,10.0,42.0,"5 freight cars derail near Mirpur Mathelo Local media sources indicate on October 14 that 5 cars of a Sahiwal to Karachi freight train derailed near Mirpur Mathelo on October 14, resulting in a suspension of Karachi-bound traffic. Due to the damage to cars and track, the line won't be restored until the evening of October 14. Those shipping by rail to Karachi should anticipate delays and should plan accordingly.",https://dailytimes.com.pk/483777/five-bogies-of-freight-train-derail-near-mirpur-mathelo/,Five bogies of freight train derail near Mirpur Mathelo,"Five bogies of a freight train derailed on Monday morning near Mirpur Mathelo railway station in Sindh. The Karachi-bound train’s derailment caused suspension of railway traffic on the down track, officials said. The train was running to Karachi from Sahiwal to carry back coal cargo from the port city. Various trains running to Karachi were stopped at Daharki and Sadiqabad railway stations, sources said. The derailment incident has caused damage to the bogies and railway track, railway department sources said. The work of restoration of the track and the railway traffic will be started after the heavy machinery from Rohri will reach at the place of the incident to remove five bogies derailed. The work to remove derailed bogies from the place of the accident and restoration of the track will be completed by Tuesday evening, railway authorities said. The trains stopped due to the mishap being sent from another track to their destination, officials said.",0.5540391951799393,local medium source indicate october 14 5 car sahiwal karachi freight train derailed near mirpur mathelo october 14 resulting suspension karachi-bound traffic due damage car track line wo n't restored evening october 14. shipping rail karachi anticipate delay plan accordingly,Train Accident / Derailment,Accident
1708,Iranian oil tanker damaged by explosions near Port of Jeddah,"On October 11, media sources indicate that an oil tanker belonging to the National Iranian Oil Company (NIOC) was damaged by explosions while passing Port of Jeddah, Saudi Arabia in the Red Sea, on Friday, October 11. Explosions, likely caused by missile strikes, resulted in the crude oil to leak into the sea. According to IRNA, the tanker was about 60 miles (96 km) from the Saudi port of Jeddah when the incident occurred. All members of the tanker's crew are reportedly safe. Oil prices increased by 2% after reports of the explosions.",Severe,Saudi Arabia,11/10/19 8:03,2019.0,21.47637,39.15467,False,['jeddah'],1.0,False,11.0,45.0,"Iranian oil tanker damaged by explosions near Port of Jeddah On October 11, media sources indicate that an oil tanker belonging to the National Iranian Oil Company (NIOC) was damaged by explosions while passing Port of Jeddah, Saudi Arabia in the Red Sea, on Friday, October 11. Explosions, likely caused by missile strikes, resulted in the crude oil to leak into the sea. According to IRNA, the tanker was about 60 miles (96 km) from the Saudi port of Jeddah when the incident occurred. All members of the tanker's crew are reportedly safe. Oil prices increased by 2% after reports of the explosions.",https://www.theguardian.com/world/2019/oct/11/iranian-oil-tanker-on-fire-after-blast-near-saudi-port-city-report,Iranian oil tanker damaged by explosions near Saudi port city,"Two missiles hit an Iranian state-owned oil tanker as it headed to Syria on the Red Sea, the Iranian government has claimed.

Tehran did not attribute responsibility immediately but said two explosions 20 minutes apart on the Sabiti tanker, which caused oil to spill from two tanks, were not the result of an accident.

The boat was about 60 miles from the Saudi Arabian port city of Jeddah when it was hit. The scale of the damage did not appear extensive in photos published by Tehran news agencies.

The blasts prompted speculation that they were a reprisal by Gulf states for attacks attributed to Iran on Saudi oil assets in September.

Meanwhile, the Pentagon announced it was sending at least 1,000 additional troops to Saudi Arabia. It said the deployment meant that in the past month 3,000 troops had been sent to the kingdom or had their deployment extended.

US Patriot missile defences failed to deter a cruise missile and drone attack that severely damaged two Aramco facilities and shocked the Saudi government last month. US officials have since discussed with their Middle Eastern ally how to strengthen Saudi defences, and the Pentagon said Friday’s deployment would “assure and enhance the defence of Saudi Arabia”.

This week Donald Trump announced he was pulling troops from the Syrian border with Turkey and said he wanted to end America’s endless wars in the Middle East.

It appears some of the newly announced troops are being despatched to replace other American forces expected to depart the region in the coming weeks.

The US and the EU attributed the September attack to Iran, rejecting claims by Houthi rebels in Yemen that they were responsible. A full UN report on the incident has not yet been completed

An Iranian foreign ministry spokesman said: “Those behind the attack are responsible for the consequences of this dangerous adventure, including the dangerous environmental pollution caused. The details and factors behind this act will be investigated and will be announced after the results are reached.”

Suggestions that the oil company that owned the tanker was blaming Saudi Arabia at this stage were denied.

Friday’s incident, if confirmed as an attack, would be the first such incident targeting Iranian-owned shipping in the Gulf, though a state-owned tanker, Grace 1, was seized by British authorities off Gibraltar on the basis that it was breaching an EU oil embargo.

Iranian news agencies stressed that the Sabiti was stable, no crew had been injured and the leak was being brought under control.

Iranian ships routinely turn off their transponders to prevent tracking, but the Sabiti turned on its tracking devices late on Friday morning in the Red Sea, according to data from MarineTraffic.com.

The vessel last turned on its tracking devices in August, showing it near the Iranian port of Bandar Abbas.

Dryad Global, a firm specialising in oil shipping intelligence, said the vessel’s proximity to the port of Jeddah made it plausible that Saudi Arabia could have been involved, or at the very least that the incident was intended to create the perception of Saudi involvement.

But it added: “In terms of Saudi interests within the region, it remains unclear why Saudi would seek to target Iran in this manner. An attack of relatively low sophistication with limited and almost negligible strategic gain would be highly irregular and not serve any Saudi strategic narrative. Further still, it is highly unlikely that the Saudis would risk an ecological disaster in an area of strategic significance such as the Red Sea.”

Tension in the strait of Hormuz has been heightened for months as the US and Iran spar over Washington’s decision in 2018 to withdraw from the Iranian nuclear deal and impose worldwide sanctions on Iran including its oil exports.

Q&A Why is the Gulf of Oman so important for shipping oil? Show The strait of Hormuz, which provides passage from the Gulf of Oman to the open sea, is the most important gateway for oil exports in the world. With Iran on its northern shore, and the UAE and Oman on its southern shore, the US Energy Information Administration (EIA) calls it the world’s worst 'chokepoint' In 2016, 18.5m barrels of crude oil were transported each day through the strait of Hormuz, compared with 16m through the strait of Malacca, which runs between the Indonesian island of Sumatra, Malaysia and Thailand, connecting the Indian Ocean with the South China Sea. 5m barrels of crude oil are transported annually through the next largest chokepoint, the Suez canal. Phillip Inman Was this helpful? Thank you for your feedback.

An attempt by the French president, Emmanuel Macron, at the UN general assembly in New York to engineer a meeting between the Iranian president, Hassan Rouhani, and Trump failed as the two sides could not reach agreement on the sequencing of the compromises the two sides would have to take. Since then, the Pakistani prime minister, Imran Khan, has stepped forward as a possible mediator between Iran and Saudi Arabia.

The perception was that neither Saudi Arabia nor the UAE, Iran’s two main Gulf rivals, were looking to escalate the crisis by undertaking a military response to the Aramco incident. It would be surprising if either Gulf state resorted to the kind of “plausible deniability” tactics allegedly deployed by Iran.

Israel is also deeply hostile to Iran but has confined most of its attacks to Iranian military sites in Syria.

The current round of attacks on oil shipping started on 12 May when four ships, including two Saudi oil tankers, were attacked in the Gulf just outside the strait of Hormuz, which is a major oil shipping route.

US and British officials blamed Iran, a charge Tehran denies. A further two tankers were hit on 13 June, and a week later Iran said it had shot down a US surveillance drone, an attack that nearly led to a major reprisal by the Trump administration.

Oil prices jumped 2% after reports of the tanker blasts on Friday, with crude futures rising by more than $1 (79p) a barrel.",0.5100782811641693,october 11 medium source indicate oil tanker belonging national iranian oil company nioc damaged explosion passing port jeddah saudi arabia red sea friday october 11. explosion likely caused missile strike resulted crude oil leak sea according irna tanker 60 mile 96 km saudi port jeddah incident occurred member tanker 's crew reportedly safe oil price increased 2 report explosion,"Explosion, Chemical Spill",Accident
2953,US border authorities seize 1 million pounds of pork from China,"According to media sources, U.S. federal border agents at the Port of Newark in New Jersey seized on March 16 around 1 million pounds of pork (454 metric tons) from China, due to fears that the meat could contain traces of African swine fever which has hit Chinese pork output. 

The US Customs and Border Protection (CBP) revealed that the pork arrived in more than 50 shipping containers over the past few weeks and was hidden in containers of ramen noodles and laundry detergent packaging. The CBP believes that these pork products were smuggled with the original Chinese food ingredients covered by English packaging labels that deliberately did not mention that the products contained pork",Moderate,United States,18/3/19 10:24,2019.0,41.40441,-101.17074,True,['new jersey'],1.0,False,3.0,12.0,"US border authorities seize 1 million pounds of pork from China According to media sources, U.S. federal border agents at the Port of Newark in New Jersey seized on March 16 around 1 million pounds of pork (454 metric tons) from China, due to fears that the meat could contain traces of African swine fever which has hit Chinese pork output. 

The US Customs and Border Protection (CBP) revealed that the pork arrived in more than 50 shipping containers over the past few weeks and was hidden in containers of ramen noodles and laundry detergent packaging. The CBP believes that these pork products were smuggled with the original Chinese food ingredients covered by English packaging labels that deliberately did not mention that the products contained pork",https://www.northjersey.com/story/news/new-jersey/2019/03/16/one-million-pounds-smuggled-pork-china-seized-nj-port-african-swine-fever/3185268002/,1 million pounds of smuggled pork from China seized at NJ port,"Federal officials at the Newark port of entry seized 1 million pounds of pork products, allegedly smuggled from China, in the biggest agricultural bust in American history.

U.S. Customs & Border Protection announced the pork seizure at a news conference on Friday at a warehouse in Elizabeth, telling NJ.com and other media outlets, the raid of more than 50 shipping containers was an effort to stop the spread of African swine fever, a virus that has decimated China's pigs.

Anthony Bucci, an agency spokesman, said the meat was ""primarily cured,"" and the cargo containers were not refrigerated.

The deadly disease, which does not affect humans, has never been detected among livestock in this country, NJ.com reported. But, if a domestic outbreak were to occur, a customs official said, it could cause $10 billion worth of damage to the U.S. pork industry in one year.

Shooting:Parsippany man charged with obstructing investigation in connection with wife's death

Crime:Alleged Gambino crime boss's slaying is throwback to bygone era, experts say

Child porn:Bergen County juvenile charged with having child pornography files

Authorities, including representatives of the U.S. Department of Agriculture, still were investigating the smuggling, and as of Friday, no charges were filed.

The Port Newark-Elizabeth Marine Terminal, run by The Port Authority of New York & New Jersey, is among the largest ports of entry in the U.S., and the busiest on the East Coast.

Email: devencentis@northjersey.com",0.5224124491214752,according medium source u.s. federal border agent port newark new jersey seized march 16 around 1 million pound pork 454 metric ton china due fear meat could contain trace african swine fever hit chinese pork output u custom border protection cbp revealed pork arrived 50 shipping container past week hidden container ramen noodle laundry detergent packaging cbp belief pork product smuggled original chinese food ingredient covered english packaging label deliberately mention product contained pork,Customs Regulation,Administrative Issue
2225,Singapore arrests eleven men for illegal marine gas oil transaction,Media sources indicated on November 4 that the Maritime and Port Authority of Singapore has arrested eleven men for their suspected involvement in an illegal transaction of marine gas oil at sea off Northern Tuas. The eleven men include six crew members of a craft of a marine service provider and another five of a foreign-registered tugboat. Preliminary reports cited that the crewmembers were thought to have misappropriated the marine gas oil and sold it to crew members of the tugboats.,Moderate,Singapore,6/11/19 1:37,2019.0,,,False,['singapore'],1.0,True,6.0,24.0,Singapore arrests eleven men for illegal marine gas oil transaction Media sources indicated on November 4 that the Maritime and Port Authority of Singapore has arrested eleven men for their suspected involvement in an illegal transaction of marine gas oil at sea off Northern Tuas. The eleven men include six crew members of a craft of a marine service provider and another five of a foreign-registered tugboat. Preliminary reports cited that the crewmembers were thought to have misappropriated the marine gas oil and sold it to crew members of the tugboats.,https://safety4sea.com/15-people-arrested-for-illegal-mgo-transaction-in-singapore/,15 people arrested for illegal MGO transaction in Singapore,"The Police have arrested 15 men, aged between 26 and 56 years old, for their suspected involvement in an illegal transaction of Marine Gas Oil (MGO).

According to data provided by Singapore’s Police, on 1st March 2024, officers from the Police Coast Guard arrested eight crew members of a Singapore-registered tugboat and another seven crew members of a foreign-registered tugboat for their suspected involvement in illegal transaction of MGO at the sea off Tuas, Singapore.

Preliminary investigations revealed that the crew members of the Singapore- registered tugboat were believed to have misappropriated the MGO without their company’s knowledge by selling it to the crew members of a foreign-registered tugboat. The tugboat and cash amounting to $8,200 were seized as case exhibits.

The eight crew members of the Singapore-registered tugboat will be charged in court with criminal breach of trust by employees and the seven crew members of the foreign-registered tugboat will be charged in court with dishonestly receiving stolen property on 2nd March 2024. If convicted for criminal breach of trust by employees under Section 408 of the Penal Code 1871, they shall be punished with an imprisonment term, which may extend to 15 years and shall be liable to a fine. If convicted for dishonestly receiving stolen property under Section 411 (1) of the Penal Code 1871, they shall be punished with an imprisonment term that may extend to five years, or with fine, or with both.

The Police takes a serious view of illegal transaction of MGO in Singapore waters. The authorities will continue to conduct enforcement and security checks to prevent, deter and detect such illicit activities in Singapore waters.",0.5223027020692825,medium source indicated november 4 maritime port authority singapore arrested eleven men suspected involvement illegal transaction marine gas oil sea northern tuas eleven men include six crew member craft marine service provider another five foreign-registered tugboat preliminary report cited crewmembers thought misappropriated marine gas oil sold crew member tugboat,Maritime Advisory,Terrorism
3570,Guardia Civil seizes 250 kg of cocaine at the Port of Valencia,"Spanish media sources on May 6 report that a Guardia Civil operation has resulted in the seizure of 250kg of cocaine that arrived at the Port of Valencia hidden among the pieces of a helicopter. The aircraft was dismantled in a South American country after being used in a campaign to prevent forest fires, and it arrived at the port of Valencia in containers. Port workers took the helicopter to the APM Terminals Valencia facilities, specifically to a restricted access area controlled by security guards. There were no arrests in the operation. The cocaine stash is valued EUR 8.5 million.",Moderate,Spain,7/5/20 12:00,2020.0,39.43057,-0.32286,True,['valencia'],1.0,True,7.0,27.0,"Guardia Civil seizes 250 kg of cocaine at the Port of Valencia Spanish media sources on May 6 report that a Guardia Civil operation has resulted in the seizure of 250kg of cocaine that arrived at the Port of Valencia hidden among the pieces of a helicopter. The aircraft was dismantled in a South American country after being used in a campaign to prevent forest fires, and it arrived at the port of Valencia in containers. Port workers took the helicopter to the APM Terminals Valencia facilities, specifically to a restricted access area controlled by security guards. There were no arrests in the operation. The cocaine stash is valued EUR 8.5 million.",https://www.theolivepress.es/spain-news/2020/05/06/250kg-of-cocaine-found-hidden-in-south-american-helicopter-parts-in-spains-valencia/,250kg of cocaine found hidden in South American helicopter parts in Spain’s Valencia,"A GUARDIA Civil operation has resulted in the seizure of 250kg of cocaine that arrived at the Port of Valencia hidden among the pieces of a helicopter.

The aircraft was dismantled in a South American country after being used in a campaign to prevent forest fires, and on Saturday it arrived at the port of Valencia in containers.

Port workers took the helicopter to the APM Terminals Valencia facilities, specifically to a restricted access area controlled by security guards.

According to investigations, a member of the gang must have got spooked by police surveillance or for another unknown reason and not come for the delivery.

The Risk Analysis Unit (UAR), a group made up of civil guards from the Valencia Office of Fiscal Analysis and Investigation and agents from the Tax Agency, later identified the illicit drug and seized the 250kg.

There were no arrests in the operation.

This criminal tactic, known as a blind hook or ‘rip-off’, consists of hiding the cocaine in a container with legal merchandise in the country of origin, without the knowledge of the exporter or importer, and then withdrawing the drug at the port destination before the cargo reaches the end of the route.

In this way, the drug traffickers often bypass customs controls in Valencia.

The cocaine stash is valued at 8.5 million euros, according to a first estimate by the Central Narcotics Office.",0.6175416558980942,spanish medium source may 6 report guardia civil operation resulted seizure 250kg cocaine arrived port valencia hidden among piece helicopter aircraft dismantled south american country used campaign prevent forest fire arrived port valencia container port worker took helicopter apm terminal valencia facility specifically restricted access area controlled security guard arrest operation cocaine stash valued eur 8.5 million,Cargo Disruption,Terrorism
3682,Japanese mega boxship slams into cranes at Busan New Port,"Media sources indicated on April 7 that Japanese mega boxship Milano Bridge smashed into the quayside at Busan New Port on April 6, causing a crane onto the back end of the boxship in the process. Milano Bridge is part of the Ocean Network Express fleet.",Moderate,Republic of Korea,8/4/20 2:27,2020.0,35.08092,128.83488,False,['busan'],1.0,False,8.0,32.0,"Japanese mega boxship slams into cranes at Busan New Port Media sources indicated on April 7 that Japanese mega boxship Milano Bridge smashed into the quayside at Busan New Port on April 6, causing a crane onto the back end of the boxship in the process. Milano Bridge is part of the Ocean Network Express fleet.",https://splash247.com/japanese-ultra-large-containership-slams-into-busan-gantry-cranes/,Japanese mega boxship slams into cranes at Busan New Port,"Yet another gantry crane has been pulverised by a poorly berthed mega boxship. The Japanese controlled 13,900 teu Milano Bridge , part of the Ocean Network Express (ONE) fleet, smashed into the quayside at Busan New Port on Monday, bringing down a crane onto the back end of the boxship in the process.

Dramatic footage sent to Splash shows the incident, which also sees the vessel come into contact with 10,000 teu boxship Seaspan Ganges.

As well as bringing down crane 85, at least two other cranes sustained damage however no injuries were reported.

Over the past few years, terminals at Jebel Ali, Karachi, Santos, Semarang, Antwerp and Haiphong have suffered from vessels pranging into cranes.

According to VesselsValue, Milano Bridge is owned by Doun Kisen and is on charter to ONE.",0.6692844182252884,medium source indicated april 7 japanese mega boxship milano bridge smashed quayside busan new port april 6 causing crane onto back end boxship process milano bridge part ocean network express fleet,Maritime Accident,Accident
19,270 kilograms of heroin discovered in container at Port of Genoa,"Local media sources indicated on November 8 that 270 kilograms of heroin arrived from Iran were discovered in containers at the Port of Genoa by Italian Customs. Two suspects were arrested, as the illicit cargo was believed to be bound for Switzerland, France, Belgium, and the Netherlands. Distributors should be mindful of illicit activity risks to their maritime shipments and should plan accordingly.",Moderate,Italy,14/11/18 22:24,2018.0,44.4042,8.89,True,['genoa'],1.0,True,11.0,46.0,"270 kilograms of heroin discovered in container at Port of Genoa Local media sources indicated on November 8 that 270 kilograms of heroin arrived from Iran were discovered in containers at the Port of Genoa by Italian Customs. Two suspects were arrested, as the illicit cargo was believed to be bound for Switzerland, France, Belgium, and the Netherlands. Distributors should be mindful of illicit activity risks to their maritime shipments and should plan accordingly.",https://safety4sea.com/270-kg-of-heroin-found-in-container-at-port-of-genoa/,270 kg of heroin found in container at Port of Genoa,"The greatest heroin seizure of the last twenty years was carried out at the Port of Genoa. 270 kilos of heroin was found in a container coming from Iran after a long investigation by the Italian police, assisted by the staff of the Customs Agency. The container had ultimate destination the Netherlands.

According to local reports, once the drugs was seized, the Italian police organised and executed the first controlled delivery of heroin outside Italy. Under the coordination of law enforcement agencies and judicial authorities of Switzerland, France, Belgium and the Netherlands, an operation took place that ended with the arrest of two people.

On 17 October, drug containers were disembarked from the cargo ship, which had departed from Iranian Gulf port of Bandar Abbas, and stopped in Hamburg, Germany and Valencia, Spain before reaching Genoa, where 31 containers. From the examination of their bills of lading, 3 containers loaded with bentonite, a clayey mineral powder, appeared to be of particular interest.

In agreement with the District Anti-Mafia and Antiterrorism Department of Genoa, the search took place and then the 270 kilos of heroin, worth about 10 million euros, were found in one of the containers.

Then, a small amount was left in place and the investigators were able to follow the load on its journey to Europe through Switzerland, France, Belgium and the Netherlands.

After that it was loaded onto a tug that was discretely followed by the police, and after a three-day trip, the operation concluded on 2 November. The cargo arrived in a warehouse in the Netherlands, with a different address from the one the documents were indicating.

On 2 November, the Dutch police, together with the Italian forces, raided inside the warehouse, arresting two people from Turkey and the whole operation was completed.",0.6463567316532135,local medium source indicated november 8 270 kilogram heroin arrived iran discovered container port genoa italian custom two suspect arrested illicit cargo believed bound switzerland france belgium netherlands distributor mindful illicit activity risk maritime shipment plan accordingly,Public Safety / Security,Terrorism
3334,Cocaine worth EUR 151 million found in banana shipment in Port of Rotterdam,"Media sources on June 9 that customs officers at the Port of Rotterdam found 2,020 kilograms of cocaine hidden inside a sea container full of bananas. The shipment had arrived from Guayaquil, Ecuador, and was to continue to a company in Hungary. It was reported that the street value of this batch of cocaine is more than 151 million EUR. The discovery was made on June 6 during an inspection at the port. Authorities would not identify the firm that was set to receive the shipment and stated that the recipient probably has nothing to do with the smuggling.",Moderate,Netherlands,9/6/20 9:56,2020.0,,,True,"['guayaquil', 'rotterdam']",1.0,False,9.0,36.0,"Cocaine worth EUR 151 million found in banana shipment in Port of Rotterdam Media sources on June 9 that customs officers at the Port of Rotterdam found 2,020 kilograms of cocaine hidden inside a sea container full of bananas. The shipment had arrived from Guayaquil, Ecuador, and was to continue to a company in Hungary. It was reported that the street value of this batch of cocaine is more than 151 million EUR. The discovery was made on June 6 during an inspection at the port. Authorities would not identify the firm that was set to receive the shipment and stated that the recipient probably has nothing to do with the smuggling.",https://dailynewshungary.com/cocaine-worth-e151-million-found-in-banana-shipment-destined-for-hungary/,Cocaine worth €151 million found in banana shipment destined for Hungary,"Customs officers at the Port of Rotterdam found a massive 2,020 kilograms of cocaine hidden inside a sea container full of bananas. The shipment had arrived from Guayaquil, Ecuador, and was to continue to a company in Hungary, the Public Prosecution Service (OM) said.

Read also Police catch dealers during cocaine party – PHOTOS, VIDEOS

NLTimes reported that the street value of this batch of cocaine is more than 151 million EUR. The discovery was made on Saturday during an inspection at the port. Authorities would not identify the firm that was set to receive the shipment and stated that the recipient probably has nothing to do with the smuggling.

The Public Prosecution Service of Rotterdam reported that last weekend another 374 kilograms of cocaine was hidden in a different banana shipment.

Two Rotterdam men who had raised suspicions by their presence at a port terminal were later arrested when they were caught coming out of the container. That shipment was valued at 28 million EUR. The OM on Friday also acknowledged for the first time a separate discovery of cocaine at the Port of Rotterdam dating back to May 20.

In that case, a smaller batch of 37 kilograms of cocaine was found in a shipment of pomegranates.

The fruit had arrived from Lima, Peru and was destined for a company in Germany. Again, the OM said that the company was not believed to be involved with drug trafficking. Bricks of cocaine were packaged and kept inside of duffel bags hidden in the sea container. The Hit-and-Run Cargo Team ran all three drug busts at the Port of Rotterdam.

Featured image: Illustration

Brazilian woman tried to smuggle 3 kgs of cocaine in condoms into Hungary

The 30-year-old woman arrived in Hungary with more than three kilogrammes of cocaine. The airport police are now investigating the case. She arrived at Budapest Liszt Ferenc International Airport on 10 February in the late hours of the night from Brazil.

READ MORE HERE

Source: www.nltimes.nl",0.6601043045520782,"medium source june 9 custom officer port rotterdam found 2,020 kilogram cocaine hidden inside sea container full banana shipment arrived guayaquil ecuador continue company hungary reported street value batch cocaine 151 million eur discovery made june 6 inspection port authority would identify firm set receive shipment stated recipient probably nothing smuggling",Cargo Disruption,Terrorism
2395,"Tanker truck carrying 2,000 gallons of unknown liquid stolen in LA","According to local media sources, at around 6:30 a.m. on March 29, 2019 an unknown male suspect stole a blue tanker truck from a location near the intersection of W. 6th Street and S. Curson Avenue in the Mid-Wilshire area of Los Angeles. Shortly after, police began to pursue the allegedly stolen vehicle. Police said that the stolen vehicle was carrying more than 2,000 gallons of an unknown liquid. Officials said that the liquid was not believed to be flammable.",Moderate,United States,12/4/19 20:27,2019.0,34.06484,-118.3547,False,['los angeles'],1.0,True,12.0,49.0,"Tanker truck carrying 2,000 gallons of unknown liquid stolen in LA According to local media sources, at around 6:30 a.m. on March 29, 2019 an unknown male suspect stole a blue tanker truck from a location near the intersection of W. 6th Street and S. Curson Avenue in the Mid-Wilshire area of Los Angeles. Shortly after, police began to pursue the allegedly stolen vehicle. Police said that the stolen vehicle was carrying more than 2,000 gallons of an unknown liquid. Officials said that the liquid was not believed to be flammable.",https://www.fox5atlanta.com/news/police-chase-stolen-tanker-truck-carrying-2000-gallons-of-unknown-liquid-in-mid-wilshire-area-of-la,"Police chase stolen tanker truck carrying 2,000 gallons of unknown liquid in Mid-Wilshire area of LA","Image 1 of 2 ▼

Los Angeles police officers were in pursuit of a reported stolen tanker truck on Thursday morning.

The Los Angeles Police Department said that around 6:30 a.m. an unknown male suspect stole a blue tanker truck from a location near the intersection of W. 6th Street and S. Curson Avenue in the Mid-Wilshire area of Los Angeles. Shortly after, police began to pursue the allegedly stolen vehicle.

LAPD said that the stolen vehicle was carrying more than 2,000 gallons of an unknown liquid. Officials said that the liquid was not believed to be flammable.

At 7:15 a.m. the stolen vehicle was driving eastbound on Wilshire Boulevard. The vehicle failed to stop when officers attempted to perform a traffic stop. Footage from SkyFOX showed the driver make several erratic turns and cut across multiple intersections during the pursuit.

When the suspect driver turned down S. Curson Avenue at 7:20 a.m., city workers had to move construction cones out of the way for the truck to pass by. At that time, the pursuing police cruisers were substantially down the street.

The alleged suspect was taken into custody on W. 6th Street just off of S. Curson Avenue shortly before 7:30 a.m.

No additional information has been released at this time.",0.6466525495052338,"according local medium source around 6:30 a.m. march 29 2019 unknown male suspect stole blue tanker truck location near intersection w. 6th street s. curson avenue mid-wilshire area los angeles shortly police began pursue allegedly stolen vehicle police said stolen vehicle carrying 2,000 gallon unknown liquid official said liquid believed flammable",Cargo/Warehouse Theft,Terrorism
